Name;Energy100g;Sugar100g;Fat100g;Carb100g;Weight_gram
Squashwinterallvarietiescookedbakedwithoutsalt;37.0;3.3;0.35;8.85;205.0
Squashwinterallvarietiesraw;34.0;2.2;0.13;8.59;116.0
Squashwinterbutternutcookedbakedwithsalt;40.0;1.97;0.09;10.49;205.0
Squashwinterbutternutcookedbakedwithoutsalt;40.0;1.97;0.09;10.49;205.0
Squashwinterbutternutfrozencookedboiledwithsalt;39.0;1.97;0.07;10.04;240.0
Squashwinterbutternutfrozencookedboiledwithoutsalt;39.0;1.97;0.07;10.05;240.0
Squashwinterbutternutfrozenunprepared;57.0;2.83;0.1;14.41;113.0
Squashwinterbutternutraw;45.0;2.2;0.1;11.69;140.0
Squashwinterhubbardbakedwithsalt;50.0;4.9;0.62;10.81;205.0
Squashwinterhubbardbakedwithoutsalt;50.0;4.9;0.62;10.81;205.0
Squashwinterhubbardcookedboiledmashedwithsalt;30.0;2.93;0.37;6.46;236.0
Squashwinterhubbardcookedboiledmashedwithoutsalt;30.0;2.93;0.37;6.46;236.0
Squashwinterhubbardraw;40.0;3.95;0.5;8.7;116.0
Squashwinterspaghetticookedboileddrainedorbakedwithsalt;27.0;2.53;0.26;6.46;155.0
Squashwinterspaghetticookedboileddrainedorbakedwithoutsalt;27.0;2.53;0.26;6.46;155.0
Squashwinterspaghettiraw;31.0;2.76;0.57;6.91;101.0
Squashzucchinibabyraw;21.0;2.76;0.4;3.11;16.0
StewdumplingwithmuttonNavajo;101.0;0.21;3.78;8.03;308.0
StewhominywithmuttonNavajo;83.0;0.11;2.06;9.38;411.0
StewmuttoncornsquashNavajo;103.0;0.61;4.34;7.27;303.0
StewpintobeanandhominybadufsukiHopi;32.0;0.0;0.54;5.38;227.0
StingingNettlesblanchedNorthernPlainsIndians;42.0;0.25;0.11;7.49;89.0
Strawberriescannedheavysyruppacksolidsandliquids;92.0;21.83;0.26;23.53;254.0
Strawberriesfrozensweetenedsliced;96.0;24.01;0.13;25.92;255.0
StrawberriesfrozenunsweetenedIncludesfoodsforUSDAsFoodDistributionProgram;35.0;4.56;0.11;9.13;221.0
Strawberriesraw;32.0;4.89;0.3;7.68;152.0
Strawberryflavorbeveragemixpowder;389.0;95.45;0.2;99.1;22.0
Strudelapple;274.0;25.75;11.2;41.1;28.35
SUBWAYBLTsubonwhitebreadwithbaconlettuceandtomato;205.0;3.61;6.41;26.66;148.0
SUBWAYblackforesthamsubonwhitebreadwithlettuceandtomato;151.0;3.54;2.53;22.91;184.0
SUBWAYcoldcutsubonwhitebreadwithlettuceandtomato;214.0;3.18;10.04;20.43;196.0
SUBWAYmeatballmarinarasubonwhitebreadnotoppings;219.0;4.98;8.45;26.01;209.0
SUBWAYovenroastedchickensubonwhitebreadwithlettuceandtomato;157.0;2.99;3.15;21.35;198.0
SUBWAYroastbeefsubonwhitebreadwithlettuceandtomato;155.0;3.0;2.73;20.34;190.0
SUBWAYsteakampcheesesubonwhitebreadwithAmericancheeselettuceandtomato;183.0;3.41;5.34;21.49;201.0
SUBWAYSUBWAYCLUBsubonwhitebreadwithlettuceandtomato;146.0;3.19;2.42;20.36;207.0
SUBWAYsweetonionchickenteriyakisubonwhitebreadwithlettucetomatoandsweetonionsauce;155.0;6.06;2.37;22.54;228.0
SUBWAYtunasubonwhitebreadwithlettuceandtomato;221.0;1.93;12.04;15.95;237.0
SUBWAYturkeybreastsubonwhitebreadwithlettuceandtomato;147.0;3.09;2.31;22.42;184.0
Succotashcornandlimascannedwithcreamstylecorn;77.0;3.09;0.54;17.61;266.0
Succotashcornandlimascannedwithwholekernelcornsolidsandliquids;63.0;3.09;0.49;13.98;255.0
Succotashcornandlimascookedboileddrainedwithsalt;111.0;3.09;0.8;24.37;192.0
Succotashcornandlimascookedboileddrainedwithoutsalt;115.0;3.09;0.8;24.38;192.0
Succotashcornandlimasfrozencookedboileddrainedwithsalt;93.0;2.21;0.89;19.95;170.0
Succotashcornandlimasfrozencookedboileddrainedwithoutsalt;93.0;2.21;0.89;19.95;170.0
Succotashcornandlimasfrozenunprepared;93.0;2.21;0.89;19.94;156.0
Sugarturbinado;399.0;99.19;0.0;99.8;4.6
Sugarapplessweetsopraw;94.0;99.19;0.29;23.64;250.0
Sugarsbrown;380.0;97.02;0.0;98.09;3.0
Sugarsgranulated;387.0;99.8;0.0;99.98;2.8
Sugarsmaple;354.0;84.87;0.2;90.9;3.0
Sugarspowdered;389.0;97.81;0.0;99.77;120.0
Sweetpotatoleavescookedsteamedwithsalt;35.0;5.48;0.34;7.38;64.0
Sweetpotatoleavescookedsteamedwithoutsalt;35.0;5.48;0.34;7.38;64.0
Sweetpotatoleavesraw;42.0;5.48;0.51;8.82;35.0
SweetPotatopuffsfrozenunprepared;161.0;7.65;3.58;30.72;85.0
Sweetpotatocannedmashed;101.0;5.45;0.2;23.19;255.0
Sweetpotatocannedsyruppackdrainedsolids;108.0;5.74;0.32;25.36;196.0
Sweetpotatocannedsyruppacksolidsandliquids;89.0;15.4;0.2;20.93;228.0
Sweetpotatocannedvacuumpack;91.0;5.0;0.2;21.12;255.0
Sweetpotatocookedbakedinskinfleshwithsalt;90.0;6.48;0.15;20.71;114.0
Sweetpotatocookedbakedinskinfleshwithoutsalt;90.0;6.48;0.15;20.71;200.0
Sweetpotatocookedboiledwithoutskin;76.0;5.74;0.14;17.72;328.0
Sweetpotatocookedboiledwithoutskinwithsalt;76.0;5.74;0.14;17.72;328.0
Sweetpotatocookedcandiedhomeprepared;164.0;27.25;3.54;32.12;105.0
Sweetpotatofrozencookedbakedwithsalt;100.0;27.25;0.12;23.4;176.0
Sweetpotatofrozencookedbakedwithoutsalt;100.0;9.17;0.12;23.4;176.0
SweetpotatofrozenunpreparedIncludesfoodsforUSDAsFoodDistributionProgram;96.0;9.17;0.18;22.22;176.0
SweetpotatorawunpreparedIncludesfoodsforUSDAsFoodDistributionProgram;86.0;4.18;0.05;20.12;133.0
SweetPotatoesfrenchfriedcrosscutfrozenunprepared;209.0;6.46;11.1;25.52;85.0
SweetPotatoesfrenchfriedfrozenaspackagedsaltaddedinprocessing;182.0;12.9;8.92;35.58;51.0
Sweetrollscheese;360.0;12.9;18.3;43.7;28.35
Sweetrollscinnamoncommerciallypreparedwithraisins;372.0;31.73;16.4;50.9;28.35
Sweetrollscinnamonrefrigerateddoughwithfrosting;333.0;31.73;12.2;51.6;28.35
Sweetrollscinnamonrefrigerateddoughwithfrostingbaked;362.0;31.73;13.2;56.1;28.35
SweetenerherbalextractpowderfromStevialeaf;0.0;31.73;13.2;100.0;1.0
Sweetenersyrupagave;310.0;68.03;0.45;76.37;6.9
Sweetenersforbakingbrowncontainssugarandsucralose;388.0;45.66;0.0;97.11;12.9
Sweetenersforbakingcontainssugarandsucralose;398.0;47.05;0.0;99.53;14.5
Sweetenerssugarsubstitutegranulatedbrown;347.0;4.03;0.0;84.77;0.5
SweetenerstabletopaspartameEQUALpackets;365.0;80.7;0.0;89.08;3.5
Sweetenerstabletopfructosedrypowder;368.0;92.7;0.0;100.0;196.0
Sweetenerstabletopfructoseliquid;279.0;76.0;0.0;76.1;0.1
Sweetenerstabletopsaccharinsodiumsaccharin;360.0;85.19;0.0;89.11;1.0
SweetenerstabletopsucraloseSPLENDApackets;336.0;80.33;0.0;91.17;1.0
Swisswurstporkandbeefwithswisscheesesmoked;307.0;0.0;27.37;1.6;77.0
SyrupCane;269.0;73.2;0.0;73.14;21.0
Syrupfruitflavored;261.0;65.0;0.02;65.1;20.0
SyrupmapleCanadian;270.0;59.92;0.0;67.38;80.0
SyrupNESTLEchocolate;269.0;60.0;0.0;67.21;20.0
Syrupschocolatefudgetype;350.0;34.82;8.9;62.9;304.0
SyrupschocolateHERSHEYSGenuineChocolateFlavoredLiteSyrup;153.0;28.57;0.97;34.56;35.0
SyrupschocolateHERSHEYSSugarfreeGenuineChocolateFlavoredLiteSyrup;43.0;0.27;2.03;14.2;35.0
Syrupscorndark;286.0;0.27;0.0;77.59;328.0
Syrupscornhighfructose;281.0;75.65;0.0;76.0;310.0
Syrupscornlight;283.0;76.77;0.2;76.79;341.0
Syrupsgrenadine;268.0;46.55;0.0;66.91;20.0
Syrupsmalt;318.0;46.55;0.0;71.3;332.0
Syrupsmaple;260.0;60.46;0.06;67.04;20.0
Syrupssorghum;290.0;60.46;0.0;74.9;330.0
Syrupssugarfree;51.0;0.01;0.0;11.99;240.0
Syrupstableblendscornrefinerandsugar;319.0;0.01;0.0;83.9;316.0
Syrupstableblendspancake;234.0;21.47;0.0;61.47;314.0
Syrupstableblendspancakereducedcalorie;165.0;32.8;0.0;44.55;73.0
Syrupstableblendspancakewith2maple;265.0;42.0;0.1;69.6;20.0
Syrupstableblendspancakewith2maplewithaddedpotassium;265.0;42.0;0.1;69.6;315.0
Syrupstableblendspancakewithbutter;291.0;72.25;0.09;72.43;73.0
TGIFRIDAYSchickenfingers;325.0;0.23;20.31;16.84;225.0
TGIFRIDAYSchickenfingersfromkidsmenu;330.0;0.34;20.78;17.72;41.0
TGIFRIDAYSclassicsirloinsteak10oz;196.0;0.46;7.83;0.47;176.0
TGIFRIDAYSfrenchfries;296.0;0.0;14.82;36.9;184.0
TGIFRIDAYSFRIDAYSShrimpbreaded;302.0;0.0;19.02;20.87;175.0
TGIFRIDAYSfriedmozzarella;333.0;1.45;18.76;25.33;35.0
TGIFRIDAYSmacaroniampcheesefromkidsmenu;121.0;1.65;3.45;17.4;144.0
TACOBELLBeanBurrito;209.0;1.73;6.05;31.23;185.0
TACOBELLBURRITOSUPREMEwithbeef;183.0;2.1;6.8;23.37;241.0
TACOBELLBURRITOSUPREMEwithchicken;179.0;2.1;6.42;20.51;248.0
TACOBELLBURRITOSUPREMEwithsteak;183.0;2.1;7.27;20.32;248.0
TACOBELLNachos;350.0;2.17;21.5;34.91;80.0
TACOBELLNachosSupreme;223.0;1.63;12.48;21.39;222.0
TACOBELLOriginalTacowithbeefcheeseandlettuce;229.0;0.9;12.7;19.85;69.0
TACOBELLSoftTacowithbeefcheeseandlettuce;206.0;1.57;9.75;20.23;102.0
TACOBELLSoftTacowithchickencheeseandlettuce;189.0;1.3;6.35;19.69;98.0
TACOBELLSoftTacowithsteak;225.0;1.3;12.1;17.22;127.0
TACOBELLTacoSalad;170.0;1.3;9.17;15.1;533.0
Tacoshellsbaked;476.0;1.5;21.79;63.49;12.9
Tacoshellsbakedwithoutaddedsalt;468.0;1.5;22.6;62.4;28.35
TamalesNavajo;153.0;0.99;6.12;18.12;186.0
TamalesmasaandporkfillingHopi;168.0;1.57;4.7;18.28;113.0
Tamarindnectarcanned;57.0;12.7;0.12;14.73;251.0
Tamarindsraw;239.0;38.8;0.6;62.5;120.0
Tangerinejuiceraw;43.0;9.9;0.2;10.1;247.0
Tangerinesmandarinorangescannedjuicepack;37.0;8.87;0.03;9.57;249.0
Tangerinesmandarinorangescannedjuicepackdrained;38.0;8.25;0.04;9.41;189.0
Tangerinesmandarinorangescannedlightsyruppack;61.0;15.49;0.1;16.19;252.0
Tangerinesmandarinorangesraw;53.0;10.58;0.31;13.34;195.0
Tapiocapearldry;358.0;3.35;0.02;88.69;152.0
Taquitosfrozenbeefandcheeseovenheated;287.0;1.66;12.79;33.46;42.0
Taquitosfrozenchickenandcheeseovenheated;284.0;1.3;12.54;33.63;42.0
Taroleavescookedsteamedwithoutsalt;24.0;1.3;0.41;4.02;145.0
Taroleavesraw;42.0;3.01;0.74;6.7;28.0
Taroshootscookedwithoutsalt;14.0;3.01;0.08;3.2;140.0
Taroshootsraw;11.0;3.01;0.09;2.32;43.0
Tarocookedwithsalt;142.0;0.49;0.11;34.6;132.0
Tarocookedwithoutsalt;142.0;0.49;0.11;34.6;132.0
Taroleavescookedsteamedwithsalt;24.0;0.49;0.41;3.89;145.0
Taroraw;112.0;0.4;0.2;26.46;104.0
Taroshootscookedwithsalt;14.0;0.4;0.08;3.19;140.0
Tarotahitiancookedwithsalt;44.0;0.4;0.68;6.85;137.0
Tarotahitiancookedwithoutsalt;44.0;0.4;0.68;6.85;137.0
Tarotahitianraw;44.0;0.4;0.97;6.91;125.0
Tartbreakfastlowfat;372.0;4.87;5.99;76.8;52.0
Teffcooked;101.0;4.87;0.65;19.86;252.0
Teffuncooked;367.0;1.84;2.38;73.13;193.0
Tempeh;192.0;1.84;10.8;7.64;166.0
Thuringercervelatsummersausagebeefpork;362.0;0.85;30.43;3.33;56.0
Thymefresh;101.0;0.85;1.68;24.45;0.8
Toasterpastriesbrownsugarcinnamon;370.0;27.24;7.98;72.64;28.35
Toasterpastriesfruitincludesappleblueberrycherrystrawberry;388.0;26.13;9.95;70.32;28.35
ToasterPastriesfruitfrostedincludeapplesblueberrycherrystrawberry;385.0;31.0;9.02;71.83;53.0
Toasterpastriesfruittoastedincludeappleblueberrycherrystrawberry;409.0;28.99;11.03;72.7;51.0
ToddlerdrinkMEADJOHNSONPurAminoToddlerPowderwithARAandDHAnotreconstituted;512.0;7.6;26.0;55.68;7.2
ToddlerformulaMEADJOHNSONENFAGROWPREMIUMformerlyENFAMILLIPILNEXTSTEPreadytofeed;64.0;7.6;3.63;7.18;29.2
ToddlerformulaMEADJOHNSONENFAGROWToddlerTransitionswithARAandDHApowder;505.0;33.0;26.9;52.8;9.0
ToddlerformulaMEADJOHNSONNutramigenToddlerwithLGGPowderwithARAandDHAnotreconstituted;485.0;25.0;21.0;61.97;9.3
Tofuyogurt;94.0;1.24;1.8;15.96;262.0
Tofudriedfrozenkoyadofu;477.0;1.24;30.34;10.03;17.0
Tofudriedfrozenkoyadofupreparedwithcalciumsulfate;470.0;1.24;30.34;8.3;17.0
Tofuextrafirmpreparedwithnigari;83.0;0.71;5.26;1.18;91.0
Tofufirmpreparedwithcalciumsulfateandmagnesiumchloridenigari;78.0;0.6;4.17;2.85;126.0
Tofufried;270.0;2.72;20.18;8.86;28.35
Tofufriedpreparedwithcalciumsulfate;270.0;2.72;20.18;8.86;13.0
Tofuhardpreparedwithnigari;145.0;2.72;9.99;4.39;122.0
Tofurawfirmpreparedwithcalciumsulfate;144.0;2.72;8.72;2.78;126.0
Tofurawregularpreparedwithcalciumsulfate;76.0;0.62;4.78;1.87;124.0
Tofusaltedandfermentedfuyu;116.0;0.62;8.0;4.38;11.0
Tofusaltedandfermentedfuyupreparedwithcalciumsulfate;116.0;0.62;8.0;5.15;11.0
Tofusoftpreparedwithcalciumsulfateandmagnesiumchloridenigari;61.0;0.7;3.69;1.18;120.0
Tomatillosraw;32.0;3.93;1.02;5.84;34.0
Tomatoandvegetablejuicelowsodium;22.0;3.28;0.1;4.59;242.0
Tomatojuicecannedwithsaltadded;17.0;2.58;0.29;3.53;243.0
Tomatojuicecannedwithoutsaltadded;17.0;2.58;0.29;3.53;243.0
TomatoproductscannedpastewithoutsaltaddedIncludesfoodsforUSDAsFoodDistributionProgram;82.0;12.18;0.47;18.91;66.0
Tomatoproductscannedpureewithsaltadded;38.0;4.83;0.21;8.98;250.0
Tomatoproductscannedpureewithoutsaltadded;38.0;4.83;0.21;8.98;250.0
Tomatoproductscannedsauce;24.0;3.56;0.3;5.31;245.0
Tomatoproductscannedsaucespanishstyle;33.0;3.56;0.27;7.24;244.0
Tomatoproductscannedsaucewithherbsandcheese;59.0;3.56;1.93;10.24;122.0
Tomatoproductscannedsaucewithmushrooms;35.0;5.77;0.13;8.43;245.0
Tomatoproductscannedsaucewithonions;42.0;5.77;0.19;9.94;245.0
Tomatoproductscannedsaucewithonionsgreenpeppersandcelery;41.0;7.36;0.74;8.77;250.0
Tomatoproductscannedsaucewithtomatotidbits;32.0;7.36;0.39;7.09;244.0
Tomatosaucecannednosaltadded;24.0;3.56;0.3;5.31;245.0
Tomatoescrushedcanned;32.0;4.4;0.28;7.29;121.0
Tomatoesgreenraw;23.0;4.0;0.2;5.1;180.0
Tomatoesorangeraw;16.0;4.0;0.19;3.18;158.0
Tomatoesredripecannedpackedintomatojuice;16.0;2.55;0.25;3.47;240.0
Tomatoesredripecannedpackedintomatojuicenosaltadded;16.0;2.55;0.25;3.47;240.0
Tomatoesredripecannedstewed;26.0;3.52;0.19;6.19;255.0
Tomatoesredripecannedwithgreenchilies;15.0;3.52;0.08;3.62;241.0
Tomatoesredripecooked;18.0;2.49;0.11;4.01;240.0
Tomatoesredripecookedstewed;79.0;2.49;2.68;13.05;101.0
Tomatoesredripecookedwithsalt;18.0;2.49;0.11;4.01;240.0
Tomatoesredriperawyearroundaverage;18.0;2.63;0.2;3.89;149.0
Tomatoessundried;258.0;37.59;2.97;55.76;54.0
Tomatoessundriedpackedinoildrained;213.0;37.59;14.08;23.33;110.0
Tomatoesyellowraw;15.0;37.59;0.26;2.98;139.0
ToppingSMUCKERSMAGICSHELL;609.0;47.06;44.1;50.07;34.0
Toppingsbutterscotchorcaramel;216.0;57.0;0.0;57.01;41.0
Toppingsmarshmallowcream;322.0;46.8;0.3;79.0;28.35
Toppingsnutsinsyrup;448.0;36.72;22.0;58.08;328.0
Toppingspineapple;253.0;21.01;0.1;66.4;340.0
Toppingsstrawberry;254.0;27.38;0.1;66.3;42.0
Tortellinipastawithcheesefillingfreshrefrigeratedaspurchased;307.0;0.95;7.23;47.0;81.0
Tortillachipslowfatbakedwithoutfat;448.0;0.67;5.7;80.2;28.35
Tortillachipsyellowplainsalted;497.0;1.21;22.33;67.38;28.35
TortillabluecornSakwavikavikiHopi;276.0;2.97;1.4;58.12;57.0
TortillaincludesplainandfrommuttonsandwichNavajo;237.0;2.75;0.95;49.94;197.0
Tortillasreadytobakeorfrycorn;218.0;0.88;2.85;44.64;28.35
Tortillasreadytobakeorfrycornwithoutaddedsalt;222.0;0.88;2.5;46.6;28.35
Tortillasreadytobakeorfryflourrefrigerated;306.0;3.71;7.99;49.38;48.0
Tortillasreadytobakeorfryflourshelfstable;297.0;2.66;7.58;49.27;49.0
Tortillasreadytobakeorfryflourwithoutaddedcalcium;325.0;2.66;7.1;55.6;28.35
Tortillasreadytobakeorfrywholewheat;310.0;2.44;9.76;45.89;41.0
Tostadashellscorn;474.0;2.44;23.38;64.43;12.3
Treeferncookedwithsalt;40.0;2.44;0.07;10.78;31.0
Treeferncookedwithoutsalt;40.0;2.44;0.07;10.98;71.0
Triticale;336.0;2.44;2.09;72.13;192.0
Triticaleflourwholegrain;338.0;2.44;1.81;73.14;130.0
Turkeyandgravyfrozen;67.0;2.44;2.63;4.61;85.0
Turkeybreastlowsaltprepackagedordeliluncheonmeat;109.0;2.44;0.83;3.51;28.0
Turkeybreastprebastedmeatandskincookedroasted;126.0;2.44;3.46;0.0;85.0
Turkeybreastslicedprepackaged;106.0;0.91;3.77;2.2;16.0
Turkeyfromwholelightmeatmeatandskinwithaddedsolutioncookedroasted;157.0;0.91;5.64;0.0;85.0
Turkeyfromwholelightmeatmeatandskinwithaddedsolutionraw;147.0;0.06;7.42;0.14;113.0
Turkeyfromwholelightmeatmeatonlywithaddedsolutioncookedroasted;127.0;0.06;2.08;0.0;85.0
Turkeyfromwholelightmeatmeatonlywithaddedsolutionraw;101.0;0.05;1.66;0.0;113.0
TurkeyPotPiefrozenentree;176.0;0.05;8.8;17.7;397.0
Turkeyroastbonelessfrozenseasonedlightanddarkmeatraw;120.0;0.05;2.2;6.4;85.0
Turkeysticksbreadedbatteredfried;279.0;0.05;16.9;17.0;64.0
Turkeythighprebastedmeatandskincookedroasted;157.0;0.05;8.54;0.0;85.0
Turkeyallclassesbackmeatandskincookedroasted;244.0;0.0;14.38;0.16;140.0
Turkeyallclassesbreastmeatandskincookedroasted;189.0;0.0;7.41;0.0;85.0
Turkeyallclassesbreastmeatandskinraw;157.0;0.0;7.02;0.0;146.0
Turkeyallclassesgizzardcookedsimmered;155.0;0.0;4.64;0.0;85.0
Turkeyallclassesheartcookedsimmered;174.0;0.0;7.52;0.0;85.0
Turkeyallclassesheartraw;140.0;0.0;7.44;0.4;113.0
Turkeyallclasseslegmeatandskincookedroasted;208.0;0.0;9.82;0.0;85.0
Turkeyallclasseslegmeatandskinraw;144.0;0.0;6.72;0.0;105.0
Turkeyallclasseslightmeatcookedroasted;147.0;0.0;2.08;0.0;85.0
Turkeyallclasseslivercookedsimmered;189.0;0.0;8.18;0.0;85.0
Turkeyallclassesliverraw;128.0;0.0;5.5;0.0;113.0
Turkeyallclasseswingmeatandskincookedroasted;229.0;0.0;12.43;0.0;85.0
Turkeyallclasseswingmeatandskinraw;197.0;0.0;12.32;0.0;33.0
Turkeybackfromwholebirdmeatandskinwithaddedsolutionraw;206.0;0.1;15.41;0.15;113.0
Turkeybackfromwholebirdmeatandskinwithaddedsolutionroasted;205.0;0.1;11.36;0.0;85.0
Turkeybackfromwholebirdmeatonlywithaddedsolutionraw;115.0;0.1;4.12;0.15;113.0
Turkeybackfromwholebirdmeatonlywithaddedsolutionroasted;127.0;0.1;2.08;0.0;85.0
Turkeybreastfromwholebirdmeatonlywithaddedsolutionraw;102.0;0.05;1.66;0.14;113.0
Turkeybreastfromwholebirdmeatonlywithaddedsolutionroasted;127.0;0.05;2.08;0.0;85.0
Turkeybreastsmokedlemonpepperflavor97fatfree;95.0;0.0;0.69;1.31;28.0
Turkeycannedmeatonlywithbroth;169.0;0.0;6.86;1.47;85.0
Turkeydarkmeatfromwholemeatandskinwithaddedsolutioncookedroasted;199.0;0.0;10.81;0.0;85.0
Turkeydarkmeatfromwholemeatandskinwithaddedsolutionraw;169.0;0.1;10.83;0.15;113.0
Turkeydarkmeatfromwholemeatonlywithaddedsolutionraw;115.0;0.1;4.12;0.1;113.0
Turkeydarkmeatmeatandskinraw;166.0;0.1;8.97;0.15;113.0
Turkeydarkmeatmeatonlywithaddedsolutioncookedroasted;158.0;0.1;6.0;0.0;85.0
Turkeydicedlightanddarkmeatseasoned;138.0;0.1;6.0;1.0;28.35
Turkeydrumstickfromwholebirdmeatonlyraw;109.0;0.05;1.48;0.14;113.0
Turkeydrumstickfromwholebirdmeatonlyroasted;139.0;0.05;2.08;0.0;85.0
Turkeydrumstickfromwholebirdmeatonlywithaddedsolutionraw;115.0;0.1;4.12;0.15;113.0
Turkeydrumstickfromwholebirdmeatonlywithaddedsolutionroasted;158.0;0.1;6.0;0.0;85.0
Turkeydrumsticksmokedcookedwithskinboneremoved;200.0;0.1;9.8;0.0;85.0
Turkeyfryerroastersmeatandskincookedroasted;172.0;0.1;5.72;0.0;85.0
Turkeygizzardallclassesraw;111.0;0.1;3.37;0.0;113.0
Turkeyground85lean15fatpanbroiledcrumbles;258.0;0.1;17.45;0.0;85.0
Turkeyground85lean15fatpattiesbroiled;249.0;0.1;16.2;0.0;85.0
Turkeyground85lean15fatraw;180.0;0.1;12.54;0.0;113.0
Turkeyground93lean7fatpanbroiledcrumbles;213.0;0.1;11.6;0.0;85.0
Turkeyground93lean7fatpattiesbroiled;207.0;0.1;11.45;0.0;85.0
Turkeyground93lean7fatraw;150.0;0.1;8.34;0.0;113.0
TurkeyGroundcooked;203.0;0.1;10.4;0.0;85.0
Turkeygroundfatfreepanbroiledcrumbles;151.0;0.1;2.71;0.0;85.0
Turkeygroundfatfreepattiesbroiled;138.0;0.1;2.48;0.0;85.0
Turkeygroundfatfreeraw;112.0;0.1;1.95;0.0;113.0
TurkeyGroundraw;148.0;0.1;7.66;0.0;113.0
Turkeylightordarkmeatsmokedcookedskinandboneremoved;162.0;0.1;5.0;0.0;85.0
Turkeylightordarkmeatsmokedcookedwithskinboneremoved;208.0;0.1;9.7;0.0;85.0
Turkeymechanicallydebonedfromturkeyframesraw;201.0;0.1;15.96;0.0;227.0
Turkeyretailpartsbreastmeatandskincookedroasted;164.0;0.0;5.33;0.05;85.0
Turkeyretailpartsbreastmeatandskinraw;155.0;0.0;7.45;0.0;85.0
Turkeyretailpartsbreastmeatandskinwithaddedsolutionraw;144.0;0.01;6.75;0.03;113.0
Turkeyretailpartsbreastmeatonlycookedroasted;136.0;0.01;1.97;0.0;863.0
Turkeyretailpartsbreastmeatonlyraw;114.0;0.01;2.33;0.0;113.0
Turkeyretailpartsbreastmeatonlywithaddedsolutioncookedroasted;130.0;0.01;2.08;0.0;85.0
Turkeyretailpartsbreastmeatonlywithaddedsolutionraw;111.0;0.01;2.53;0.0;113.0
Turkeyretailpartsdrumstickmeatandskincookedroasted;197.0;0.01;9.37;0.0;85.0
Turkeyretailpartsdrumstickmeatandskinraw;141.0;0.01;6.84;0.0;113.0
Turkeyretailpartsdrumstickmeatonlycookedroasted;173.0;0.01;6.52;0.0;85.0
Turkeyretailpartsdrumstickmeatonlyraw;118.0;0.01;3.97;0.0;113.0
Turkeyretailpartsthighmeatandskincookedroasted;183.0;0.0;9.5;0.41;85.0
Turkeyretailpartsthighmeatandskinraw;161.0;0.0;9.16;0.0;113.0
Turkeyretailpartsthighmeatonlycookedroasted;159.0;0.0;6.25;0.46;85.0
Turkeyretailpartsthighmeatonlyraw;116.0;0.0;3.69;0.0;113.0
Turkeyretailpartswingmeatandskincookedroasted;235.0;0.0;13.29;0.13;85.0
Turkeyretailpartswingmeatandskinraw;202.0;0.03;13.79;0.05;85.0
Turkeyretailpartswingmeatonlycookedroasted;170.0;0.03;5.51;0.0;85.0
Turkeyretailpartswingmeatonlyraw;112.0;0.03;2.49;0.0;113.0
Turkeyskinfromwholelightanddarkwithaddedsolutionraw;381.0;0.1;36.8;0.21;113.0
Turkeyskinfromwholelightanddarkwithaddedsolutionroasted;451.0;0.1;40.31;0.0;28.35
Turkeyskinfromretailpartsfromdarkmeatcookedroasted;414.0;0.1;35.03;0.0;85.0
Turkeyskinfromretailpartsfromdarkmeatraw;380.0;0.1;35.83;0.0;113.0
Turkeystuffingmashedpotatoeswgravyassortedvegetablesfrozenmicrowaved;128.0;4.82;3.89;16.32;385.0
Turkeythighfromwholebirdmeatonlyraw;108.0;0.1;2.5;0.15;113.0
Turkeythighfromwholebirdmeatonlyroasted;165.0;0.1;6.04;0.0;85.0
Turkeythighfromwholebirdmeatonlywithaddedsolutionraw;115.0;0.1;4.12;0.15;113.0
Turkeythighfromwholebirdmeatonlywithaddedsolutionroasted;158.0;0.1;6.0;0.0;85.0
Turkeywhiterotisseriedelicut;112.0;4.0;3.0;7.7;48.0
Turkeywholebackmeatonlycookedroasted;173.0;4.0;6.04;0.0;85.0
Turkeywholebackmeatonlyraw;113.0;0.1;2.5;0.15;113.0
Turkeywholebreastmeatonlycookedroasted;147.0;0.1;2.08;0.0;85.0
Turkeywholebreastmeatonlyraw;114.0;0.05;1.48;0.14;113.0
Turkeywholedarkmeatcookedroasted;173.0;0.05;6.04;0.0;85.0
Turkeywholedarkmeatmeatandskincookedroasted;206.0;0.0;9.95;0.07;85.0
Turkeywholedarkmeatmeatonlyraw;108.0;0.1;2.5;0.15;113.0
Turkeywholegibletscookedsimmered;173.0;0.1;6.61;0.0;85.0
Turkeywholegibletsraw;124.0;0.0;5.09;0.07;113.0
Turkeywholelightmeatmeatandskincookedroasted;177.0;0.0;5.57;0.05;85.0
Turkeywholelightmeatmeatandskinraw;161.0;0.06;7.43;0.15;113.0
Turkeywholelightmeatraw;114.0;0.05;1.48;0.14;85.0
Turkeywholemeatandskincookedroasted;189.0;0.0;7.39;0.06;85.0
Turkeywholemeatandskinraw;144.0;0.07;5.64;0.14;113.0
Turkeywholemeatandskinwithaddedsolutionraw;159.0;0.08;9.1;0.15;113.0
Turkeywholemeatandskinwithaddedsolutionroasted;176.0;0.08;8.01;0.0;85.0
Turkeywholemeatonlycookedroasted;159.0;0.08;3.84;0.0;85.0
Turkeywholemeatonlyraw;115.0;0.07;1.93;0.14;113.0
Turkeywholemeatonlywithaddedsolutionraw;106.0;0.06;2.39;0.14;113.0
Turkeywholemeatonlywithaddedsolutionroasted;140.0;0.06;3.7;0.0;85.0
